,종목코드,코스닥 일별변동 표준편차,연간 수익률,1년_만기_국채수익률,코스닥 샤프지수
641,101360,5.188432209610376,405.0,0.984,77.86860918249128
642,101390,4.55964051172227,96.91650129751183,0.984,21.039487883064748
643,101400,4.53252503816896,-32.31939163498099,0.984,-7.347646478404193
644,101490,3.802028526213904,102.51572327044025,0.984,26.70461901335246
645,101670,2.8506243768081974,57.69712140175219,0.984,19.894982258326525
646,101680,3.4726064316637064,-42.74353876739563,0.984,-12.592137815757603
647,101730,4.296950513607223,119.7452229299363,0.984,27.638489797323288
648,101930,3.647978480380647,195.83333333333331,0.984,53.41296128287517
649,102120,3.4494531611868013,105.00782472613459,0.984,30.156613197885743
650,102710,3.675715128619368,86.15023474178403,0.984,23.169976932835176
651,102940,4.69257852806448,18.263473053892216,0.984,3.682298111912339
652,103230,3.8082897331443006,31.496062992125985,0.984,8.012011987053782
653,103840,3.2620126882654277,59.65559655596556,0.984,17.986317701040004
654,104040,5.564307299132252,215.94036697247705,0.984,38.63128964965671
655,104200,2.4934996673076006,66.66666666666666,0.984,26.341558223502254
656,104480,4.092131817865839,71.84684684684684,0.984,17.316853415490364
657,104540,3.768854329849989,170.8955223880597,0.984,45.08306968574789
