,거래일자,종목코드,외국인_일순매수금액
737,20210318,KR7095700001,-1277731000
738,20210318,KR7095910006,-33833320
739,20210318,KR7096040001,962776248
740,20210318,KR7096240007,124475900
741,20210318,KR7096350004,-23005892
742,20210318,KR7096530001,-5632985200
743,20210318,KR7096610001,41497970
744,20210318,KR7096630009,67908285
745,20210318,KR7096640008,97819565
746,20210318,KR7096690003,-59721330
747,20210318,KR7096870001,-22552280
748,20210318,KR7097520001,-705239900
749,20210318,KR7097780001,1646942880
750,20210318,KR7097800007,-215602040
751,20210318,KR7097870000,31418870
752,20210318,KR7098120009,-9347110
753,20210318,KR7098460009,-421828300
754,20210318,KR7098660004,-3863750
755,20210318,KR7099190001,24318050
756,20210318,KR7099220006,362716860
757,20210318,KR7099320004,3239383700
758,20210318,KR7099410003,-42689205
759,20210318,KR7099440000,731600
760,20210318,KR7099520009,-14903175
761,20210318,KR7099750002,-31755850
762,20210318,KR7100030006,-83513600
763,20210318,KR7100090000,137533950
764,20210318,KR7100120005,582062200
765,20210318,KR7100130004,233213110
766,20210318,KR7100590009,-54231980
767,20210318,KR7100660000,-32618500
768,20210318,KR7100700004,325191790
769,20210318,KR7100790005,698008810
770,20210318,KR7101000008,12969682
771,20210318,KR7101160000,492128200
772,20210318,KR7101170009,75475120
773,20210318,KR7101240000,-10286970
774,20210318,KR7101330009,-297482995
775,20210318,KR7101360006,136436000
776,20210318,KR7101390003,-49872498
777,20210318,KR7101400000,-4004812
778,20210318,KR7101490001,675176400
779,20210318,KR7101670008,22665960
780,20210318,KR7101730000,-30167325
781,20210318,KR7101930006,-51183930
782,20210318,KR7102120003,89892100
783,20210318,KR7102710001,1988135900
784,20210318,KR7102940004,119511300
785,20210318,KR7103840005,298304560
786,20210318,KR7104040001,109906250
787,20210318,KR7104200001,-116296330
788,20210318,KR7104460001,31181950
789,20210318,KR7104480009,-597321740
790,20210318,KR7104540000,-53260150
