회사명,거래소코드,회계년도,종가
삼성 KODEX 글로벌4차산업로보틱스증권상장지수투자신탁(주식-파생형)(합성),276990,2021/03/31,16995
삼성 KODEX 기계장비증권상장지수투자신탁[주식],102960,2021/03/31,5340
삼성 KODEX 다우존스미국리츠부동산상장지수투자신탁[REITs-파생재간접형](H),352560,2021/03/31,12415
삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁[채권],273140,2021/03/31,102485
삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식],244620,2021/03/31,11930
삼성 KODEX 미국FANG플러스증권상장지수투자신탁[주식-파생형](H),314250,2021/03/31,25400
삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H),276970,2021/03/31,10360
삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),304940,2021/03/31,16350
삼성 KODEX 미국달러선물레버리지특별자산상장지수투자신탁(미국달러-파생형),261250,2021/03/31,9320
삼성 KODEX 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형),261260,2021/03/31,9725
삼성 KODEX 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형),261270,2021/03/31,10130
삼성 KODEX 미국달러선물특별자산상장지수투자신탁(미국달러-파생형),261240,2021/03/31,10035
삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H),280930,2021/03/31,14230
삼성 KODEX 미국에너지 증권상장지수투자신탁[주식-파생형](합성),218420,2021/03/31,6550
삼성 KODEX 미국채10년선물증권상장지수투자신탁[채권-파생형],308620,2021/03/31,11250
삼성 KODEX 미국채울트라30년선물인버스증권상장지수투자신탁[채권-파생형](H),304670,2021/03/31,8050
삼성 KODEX 미국채울트라30년선물증권상장지수투자신탁[채권-파생형](H),304660,2021/03/31,11500
삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식),266360,2021/03/31,21805
삼성 KODEX 바이오증권상장지수투자신탁[주식],244580,2021/03/31,14390
삼성 KODEX 반도체 증권상장지수투자신탁[주식],091160,2021/03/31,36300
삼성 KODEX 배당가치증권상장지수투자신탁[주식형],325020,2021/03/31,13320
삼성 KODEX 배당성장 증권상장지수투자신탁(주식),211900,2021/03/31,15170
삼성 KODEX 배당성장채권혼합 증권상장지수투자신탁(채권혼합),237370,2021/03/31,11790
삼성 KODEX 밸류PLUS증권상장지수투자신탁[주식],244670,2021/03/31,10040
삼성 KODEX 삼성그룹주 증권상장지수투자신탁[주식],102780,2021/03/31,9985
삼성 KODEX 은선물특별자산상장지수투자신탁(은-파생형)(H),144600,2021/03/31,4980
삼성 KODEX 은행 증권상장지수투자신탁[주식],091170,2021/03/31,7300
삼성 KODEX 자동차 증권상장지수투자신탁[주식],091180,2021/03/31,23090
삼성 KODEX 장기종합채권(AA-이상)액티브KAP증권상장지수투자신탁[채권],363570,2021/03/31,96010
삼성 KODEX 종합채권(AA-이상)액티브증권상장지수투자신탁[채권],273130,2021/03/31,108650
삼성 KODEX 증권주 증권상장지수투자신탁[주식],102970,2021/03/31,8030
삼성 KODEX 차이나CSI300증권상장지수투자신탁[주식-파생형],283580,2021/03/31,13840
삼성 KODEX 차이나FTSE China A50증권상장지수투자신탁[주식-파생형],169950,2021/03/31,22890
삼성 KODEX 차이나H레버리지증권상장지수투자신탁(주식-파생형)(H),204450,2021/03/31,7210
삼성 KODEX 차이나H증권상장지수투자신탁[주식],099140,2021/03/31,21955
삼성 KODEX 차이나심천ChiNext증권상장지수투자신탁[주식-파생형](합성),256750,2021/03/31,11910
삼성 KODEX 차이나항셍테크증권상장지수투자신탁[주식],372330,2021/03/31,10390
삼성 KODEX 최소변동성증권상장지수투자신탁[주식],279540,2021/03/31,12275
삼성 KODEX 코스닥 150 증권상장지수투자신탁(주식),229200,2021/03/31,14300
삼성 KODEX 코스닥150 레버리지증권상장지수투자신탁(주식-파생형),233740,2021/03/31,14530
삼성 KODEX 코스닥150롱코스피200숏선물증권상장지수투자신탁[주식-파생형],360150,2021/03/31,8095
삼성 KODEX 코스닥150인버스증권상장지수투자신탁(주식-파생형),251340,2021/03/31,4600
삼성 KODEX 코스피 증권상장지수투자신탁(신탁),226490,2021/03/31,31190
삼성 KODEX 코스피TotalReturn증권상장지수투자신탁[주식],359210,2021/03/31,14185
삼성 KODEX 코스피대형주증권상장지수투자신탁[주식],337140,2021/03/31,14830
삼성 KODEX 콩선물특별자산상장지수투자신탁(콩-파생형)(H),138920,2021/03/31,11290
삼성 KODEX 퀄리티PLUS증권상장지수투자신탁[주식],244660,2021/03/31,10975
삼성 KODEX 탄소효율그린뉴딜증권상장지수투자신탁[주식],375770,2021/03/31,9940
삼성 KODEX 필수소비재증권상장지수투자신탁[주식형],266410,2021/03/31,10135
삼성 KODEX 한국대만IT프리미어증권상장지수투자신탁[주식-파생형],298770,2021/03/31,19955
삼성 KODEX 헬스케어증권상장지수투자신탁[주식형],266420,2021/03/31,19720
삼성 KODEX 혁신기술테마액티브증권상장지수투자신탁[주식],364690,2021/03/31,13400
삼성 KODEX200 증권상장지수투자신탁[주식],069500,2021/03/31,42185
삼성 KODEX200미국채혼합증권상장지수투자신탁[채권혼합-파생형],284430,2021/03/31,12960
삼성 KODEX모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H),321410,2021/03/31,10400
삼성KODEX S&P500선물증권상장지수투자신탁[주식-파생형](H),219480,2021/03/31,18955
삼성KODEX10년국채선물인버스증권상장지수투자신탁[채권-파생형],176950,2021/03/31,47320
삼성KODEX10년국채선물증권상장지수투자신탁[채권-파생형],152380,2021/03/31,69290
삼성KODEX건설증권상장지수투자신탁[주식],117700,2021/03/31,3400
삼성KODEX단기채권PLUS증권상장지수투자신탁[채권],214980,2021/03/31,103035
삼성KODEX단기채권증권상장지수투자신탁[채권],153130,2021/03/31,102770
삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],122630,2021/03/31,26395
삼성KODEX미국바이오테크증권상장지수투자신탁[주식-파생형](합성),185680,2021/03/31,32075
삼성KODEX미국산업재증권상장지수투자신탁[주식-파생형](합성),200030,2021/03/31,19775
삼성KODEX보험증권상장지수투자신탁[주식],140700,2021/03/31,6310
삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],213610,2021/03/31,9410
삼성KODEX에너지화학증권상장지수투자신탁[주식],117460,2021/03/31,18750
삼성KODEX운송증권상장지수투자신탁[주식],140710,2021/03/31,6135
삼성KODEX인버스증권상장지수투자신탁[주식-파생형],114800,2021/03/31,3925
삼성KODEX철강증권상장지수투자신탁[주식],117680,2021/03/31,8790
삼성SDI보통주,006400,2021/03/31,660000
삼성공조보통주,006660,2021/03/31,9800
삼성물산보통주,028260,2021/03/31,124500
삼성바이오로직스보통주,207940,2021/03/31,748000
삼성생명보험보통주,032830,2021/03/31,78100
삼성에스디에스보통주,018260,2021/03/31,193500
삼성엔지니어링보통주,028050,2021/03/31,14000
삼성전기보통주,009150,2021/03/31,187500
삼성전자보통주,005930,2021/03/31,81400
삼성제약,001360,2021/03/31,5830
삼성중공업보통주,010140,2021/03/31,7770
삼성증권보통주,016360,2021/03/31,39450
삼성출판사보통주,068290,2021/03/31,46000
삼성카드 보통주,029780,2021/03/31,34450
삼성화재해상보험보통주,000810,2021/03/31,190000
삼아알미늄보통주,006110,2021/03/31,9290
삼아제약,009300,2021/03/31,14750
삼양사보통주,145990,2021/03/31,57500
삼양식품보통주,003230,2021/03/31,89000
삼양옵틱스,225190,2021/03/31,9780
삼양통상보통주,002170,2021/03/31,70000
삼양패키징보통주,272550,2021/03/31,25000
삼양홀딩스보통주,000070,2021/03/31,93700
삼에스코리아,060310,2021/03/31,2395
삼영무역보통주,002810,2021/03/31,15000
삼영엠텍,054540,2021/03/31,5420
삼영이엔씨,065570,2021/03/31,8310
삼영전자공업보통주,005680,2021/03/31,11000
삼영화학공업보통주,003720,2021/03/31,2745
삼원강재 보통주,023000,2021/03/31,3600
삼익THK보통주,004380,2021/03/31,12950
삼익악기보통주,002450,2021/03/31,1610
삼일,032280,2021/03/31,2280
삼일기업공사,002290,2021/03/31,4980
삼일씨엔에스보통주,004440,2021/03/31,16950
삼일제약보통주,000520,2021/03/31,20050
삼정펄프 보통주,009770,2021/03/31,29650
삼지전자,037460,2021/03/31,13500
삼진,032750,2021/03/31,11400
삼진엘앤디,054090,2021/03/31,3800
삼진제약보통주,005500,2021/03/31,24300
삼천당제약,000250,2021/03/31,51000
삼천리보통주,004690,2021/03/31,78400
삼천리자전거,024950,2021/03/31,13200
삼표시멘트,038500,2021/03/31,5780
삼현철강,017480,2021/03/31,5170
삼호개발 보통주,010960,2021/03/31,5180
삼화네트웍스,046390,2021/03/31,5050
삼화왕관보통주,004450,2021/03/31,38300
삼화전기보통주,009470,2021/03/31,23800
삼화전자공업보통주,011230,2021/03/31,3875
삼화콘덴서공업보통주,001820,2021/03/31,68300
삼화페인트공업보통주,000390,2021/03/31,12750
상보,027580,2021/03/31,1835
상상인,038540,2021/03/31,6620
상상인이안제2호기업인수목적,329560,2021/03/31,2040
상상인인더스트리,101000,2021/03/31,1030
상상인증권보통주,001290,2021/03/31,1200
상신브레이크보통주,041650,2021/03/31,4185
상신이디피,091580,2021/03/31,13100
상신전자,263810,2021/03/31,4850
상아프론테크,089980,2021/03/31,52700
상지카일룸,042940,2021/03/31,1390
새로닉스,042600,2021/03/31,10800
새론오토모티브,075180,2021/03/31,5920
샘표보통주,007540,2021/03/31,53700
샘표식품보통주,248170,2021/03/31,47700
서남,294630,2021/03/31,3330
서린바이오사이언스,038070,2021/03/31,12200
서부티엔디,006730,2021/03/31,7850
서산,079650,2021/03/31,2680
서암기계공업,100660,2021/03/31,6130
서연보통주,007860,2021/03/31,23300
서연이화보통주,200880,2021/03/31,9760
서연탑메탈,019770,2021/03/31,12850
서울도시가스보통주,017390,2021/03/31,88800
서울리거,043710,2021/03/31,992
서울바이오시스,092190,2021/03/31,15700
서울반도체,046890,2021/03/31,18500
서울식품공업보통주,004410,2021/03/31,401
서울옥션,063170,2021/03/31,17200
서울전자통신,027040,2021/03/31,879
서울제약,018680,2021/03/31,8810
서원보통주,021050,2021/03/31,2500
서원인텍,093920,2021/03/31,7810
서전기전,189860,2021/03/31,4100
서진시스템,178320,2021/03/31,46600
서진오토모티브,122690,2021/03/31,2875
서플러스글로벌,140070,2021/03/31,5190
서한,011370,2021/03/31,1595
서호전기,065710,2021/03/31,21350
서흥보통주,008490,2021/03/31,51100
서희건설,035890,2021/03/31,1630
석경에이티,357550,2021/03/31,20300
선광,003100,2021/03/31,29450
선도전기보통주,007610,2021/03/31,3450
선앤엘보통주,002820,2021/03/31,4675
선익시스템,171090,2021/03/31,15300
선진보통주,136490,2021/03/31,16900
선진뷰티사이언스,086710,2021/03/31,20750
성광벤드,014620,2021/03/31,8190
성도이엔지,037350,2021/03/31,5880
성문전자보통주,014910,2021/03/31,2135
성보화학보통주,003080,2021/03/31,5550
성신양회보통주,004980,2021/03/31,10700
성안보통주,011300,2021/03/31,787
성우전자,081580,2021/03/31,3150
성우테크론,045300,2021/03/31,5330
성우하이텍,015750,2021/03/31,6110
성창기업지주보통주,000180,2021/03/31,2380
성창오토텍,080470,2021/03/31,9410
성호전자,043260,2021/03/31,1860
세경하이테크,148150,2021/03/31,21400
세기상사보통주,002420,2021/03/31,61600
세동,053060,2021/03/31,2540
세림비앤지,340440,2021/03/31,2070
세명전기공업,017510,2021/03/31,4400
세방보통주,004360,2021/03/31,13200
세방전지보통주,004490,2021/03/31,77900
세보엠이씨,011560,2021/03/31,6490
세아베스틸지주보통주,001430,2021/03/31,18550
세아제강보통주,306200,2021/03/31,94900
세아제강지주보통주,003030,2021/03/31,55100
세아특수강보통주,019440,2021/03/31,13850
세아홀딩스보통주,058650,2021/03/31,84400
세영디앤씨,052190,2021/03/31,8850
세우글로벌보통주,013000,2021/03/31,2470
세운메디칼,100700,2021/03/31,4835
세원물산,024830,2021/03/31,6280
세원이앤씨보통주,091090,2021/03/31,1865
세원정공보통주,021820,2021/03/31,8090
세이브존I&C보통주,067830,2021/03/31,3635
세종공업보통주,033530,2021/03/31,9040
세종메디칼,258830,2021/03/31,10750
세종텔레콤,036630,2021/03/31,893
세중,039310,2021/03/31,2575
세진중공업보통주,075580,2021/03/31,6480
세진티에스,067770,2021/03/31,5170
세코닉스,053450,2021/03/31,6440
세토피아,222810,2021/03/31,538
세하보통주,027970,2021/03/31,1940
세화피앤씨,252500,2021/03/31,3885
센코,347000,2021/03/31,23350
센트랄모텍보통주,308170,2021/03/31,29000
센트럴인사이트보통주,012600,2021/03/31,2490
셀레믹스,331920,2021/03/31,19850
셀루메드,049180,2021/03/31,6600
셀리드,299660,2021/03/31,40250
셀리버리,268600,2021/03/31,127500
셀바스에이아이,108860,2021/03/31,3330
셀바스헬스케어,208370,2021/03/31,2515
셀트리온보통주,068270,2021/03/31,324500
셀트리온제약,068760,2021/03/31,150000
셀트리온헬스케어,091990,2021/03/31,136000
셀피글로벌,068940,2021/03/31,4000
소니드,060230,2021/03/31,1625
소룩스,290690,2021/03/31,20300
소리바다,053110,2021/03/31,280
소마젠,950200,2021/03/31,12500
소프트센,032680,2021/03/31,1795
소프트캠프,258790,2021/03/31,3325
손오공,066910,2021/03/31,2685
솔고바이오메디칼,043100,2021/03/31,392
솔루스첨단소재보통주,336370,2021/03/31,47150
솔루에타,154040,2021/03/31,4145
솔루엠보통주,248070,2021/03/31,25300
솔본,035610,2021/03/31,9710
솔브레인,357780,2021/03/31,289700
솔브레인홀딩스,036830,2021/03/31,42400
솔트룩스,304100,2021/03/31,31400
솔트웨어,328380,2021/03/31,2090
송원산업보통주,004430,2021/03/31,20350
쇼박스,086980,2021/03/31,4875
수산아이앤티,050960,2021/03/31,31200
수산중공업보통주,017550,2021/03/31,4500
수젠텍,253840,2021/03/31,14650
슈프리마,236200,2021/03/31,26450
슈프리마아이디,317770,2021/03/31,16900
슈프리마에이치큐,094840,2021/03/31,9030
슈피겐코리아,192440,2021/03/31,60600
스마트솔루션즈,136510,2021/03/31,6240
스맥,099440,2021/03/31,1730
스카이문스테크놀로지,033790,2021/03/31,829
스킨앤스킨,159910,2021/03/31,263
스타플렉스,115570,2021/03/31,5870
스튜디오 산타클로스 엔터테인먼트,204630,2021/03/31,3000
스튜디오드래곤 주식회사,253450,2021/03/31,99900
스틱인베스트먼트보통주,026890,2021/03/31,12700
스페로 글로벌,028040,2021/03/31,279
스페코,013810,2021/03/31,9910
스포츠서울,039670,2021/03/31,7360
승일,049830,2021/03/31,18950
시공테크,020710,2021/03/31,5900
시그네틱스,033170,2021/03/31,1260
시너지이노베이션,048870,2021/03/31,2890
시노펙스,025320,2021/03/31,3680
시디즈보통주,134790,2021/03/31,62200
시스웍,269620,2021/03/31,1885
시큐브,131090,2021/03/31,1430
시티랩스,139050,2021/03/31,997
신대양제지보통주,016590,2021/03/31,81400
신도기연,290520,2021/03/31,17300
신도리코보통주,029530,2021/03/31,30000
신라교역보통주,004970,2021/03/31,10350
신라섬유,001000,2021/03/31,2640
신라에스지,025870,2021/03/31,17550
신라젠,215600,2021/03/31,12100
신성델타테크,065350,2021/03/31,8590
신성이엔지보통주,011930,2021/03/31,3290
신성통상보통주,005390,2021/03/31,1690
신세계건설,034300,2021/03/31,46800
신세계보통주,004170,2021/03/31,281000
신세계아이앤씨 보통주,035510,2021/03/31,154000
신세계인터내셔날보통주,031430,2021/03/31,202500
신세계푸드보통주,031440,2021/03/31,74500
신송홀딩스보통주,006880,2021/03/31,5090
신신제약,002800,2021/03/31,7800
신영와코루보통주,005800,2021/03/31,97700
신영증권보통주,001720,2021/03/31,57100
신영해피투모로우제6호기업인수목적,344050,2021/03/31,2075
신원보통주,009270,2021/03/31,1490
신원종합개발,017000,2021/03/31,8460
신일전자보통주,002700,2021/03/31,2205
신일제약,012790,2021/03/31,13650
신진에스엠,138070,2021/03/31,5890
신테카바이오,226330,2021/03/31,16000
신풍제약보통주,019170,2021/03/31,85100
신풍제지보통주,002870,2021/03/31,4010
신한 SOL 200 Total Return증권상장지수투자신탁[주식],295040,2021/03/31,14150
신한 SOL KIS단기통안채증권상장지수투자신탁[채권],363510,2021/03/31,100255
신한 SOL KRX300증권상장지수투자신탁[주식],292500,2021/03/31,19415
신한 SOL MSCI선진국증권상장지수투자신탁(주식-파생형)(합성 H),208470,2021/03/31,17035
신한 SOL 중국본토중소형CSI500증권상장지수투자신탁(주식-파생형)(합성 H),220130,2021/03/31,5185
신한금융지주회사보통주,055550,2021/03/31,37450
신한알파리츠보통주,293940,2021/03/31,7530
신한제7호기업인수목적,366330,2021/03/31,2040
신화인터텍,056700,2021/03/31,3435
신화콘텍,187270,2021/03/31,3430
신흥보통주,004080,2021/03/31,12000
신흥에스이씨,243840,2021/03/31,46200
심텍,222800,2021/03/31,21900
심텍홀딩스,036710,2021/03/31,2595
싸이맥스,160980,2021/03/31,21350
싸이버원,356890,2021/03/31,16300
싸이토젠,217330,2021/03/31,59000
쌍방울,102280,2021/03/31,613
쌍용C&E보통주,003410,2021/03/31,7680
쌍용자동차보통주,003620,2021/03/31,2770
쌍용정보통신,010280,2021/03/31,1395
써니전자보통주,004770,2021/03/31,3450
썸에이지,208640,2021/03/31,3320
쎄노텍,222420,2021/03/31,2250
쎄니트,037760,2021/03/31,1855
쎄트렉아이,099320,2021/03/31,61800
쎌마테라퓨틱스보통주,015540,2021/03/31,6410
쎌바이오텍,049960,2021/03/31,18450
쏠리드,050890,2021/03/31,9040
씨비아이,013720,2021/03/31,13750
씨씨에스충북방송,066790,2021/03/31,846
씨아이에스,222080,2021/03/31,14400
씨아이테크보통주,004920,2021/03/31,990
씨앤에이치,023460,2021/03/31,2730
씨앤지하이테크,264660,2021/03/31,13200
씨앤투스성진,352700,2021/03/31,24650
씨앤티85,056730,2021/03/31,1550
씨에스,065770,2021/03/31,2740
씨에스베어링,297090,2021/03/31,32450
씨에스에이코스믹,083660,2021/03/31,1910
씨에스윈드보통주,112610,2021/03/31,75800
씨엔알리서치,359090,2021/03/31,2095
씨엔플러스,115530,2021/03/31,839
씨엠에스에듀,225330,2021/03/31,6660
씨유메디칼시스템,115480,2021/03/31,1850
씨이랩,189330,2021/03/31,45550
씨제이대한통운보통주,000120,2021/03/31,183000
씨제이바이오사이언스,311690,2021/03/31,33000
씨제이씨지브이 보통주,079160,2021/03/31,28050
씨제이이엔엠,035760,2021/03/31,142300
씨제이제일제당 주식회사 보통주,097950,2021/03/31,411000
씨제이프레시웨이,051500,2021/03/31,24450
씨젠,096530,2021/03/31,130100
씨케이에이치푸드앤헬스리미티드,900120,2021/03/31,325
씨큐브,101240,2021/03/31,8090
씨티씨바이오,060590,2021/03/31,6520
씨티케이,260930,2021/03/31,9980
아가방앤컴퍼니,013990,2021/03/31,3530
아나패스,123860,2021/03/31,25350
아난티,025980,2021/03/31,7410
아남전자보통주,008700,2021/03/31,3115
아리온테크놀로지,058220,2021/03/31,275
아모그린텍,125210,2021/03/31,14550
아모레G보통주,002790,2021/03/31,64900
아모레퍼시픽 보통주,090430,2021/03/31,258500
아모텍,052710,2021/03/31,34300
아미노로직스,074430,2021/03/31,2480
아미코젠,092040,2021/03/31,37950
아바코,083930,2021/03/31,12700
아바텍,149950,2021/03/31,17000
아비코전자,036010,2021/03/31,6710
아세아보통주,002030,2021/03/31,121000
아세아시멘트보통주,183190,2021/03/31,116500
아세아제지보통주,002310,2021/03/31,48850
아세아텍,050860,2021/03/31,3515
아센디오보통주,012170,2021/03/31,1105
아스타,246720,2021/03/31,5390
아스트,067390,2021/03/31,6390
아시아경제,127710,2021/03/31,2255
아시아나IDT보통주,267850,2021/03/31,21600
아시아나항공 보통주,020560,2021/03/31,15150
아우딘퓨쳐스,227610,2021/03/31,2020
아이디스,143160,2021/03/31,28300
아이디스홀딩스,054800,2021/03/31,13100
아이디피,332370,2021/03/31,8110
아이마켓코리아보통주,122900,2021/03/31,9070
아이비김영,339950,2021/03/31,1680
아이비케이에스제13호기업인수목적,351340,2021/03/31,2095
아이센스,099190,2021/03/31,24600
아이스크림에듀,289010,2021/03/31,7930
아이쓰리시스템,214430,2021/03/31,20750
아이씨디,040910,2021/03/31,16000
아이앤씨테크놀로지,052860,2021/03/31,4400
아이에스동서보통주,010780,2021/03/31,56700
아이에스시,095340,2021/03/31,21750
아이에스이커머스,069920,2021/03/31,4000
아이에이,038880,2021/03/31,1455
아이엘사이언스,307180,2021/03/31,3245
아이엠,101390,2021/03/31,1280
아이엠비씨,052220,2021/03/31,4620
아이엠텍,226350,2021/03/31,214
아이오케이컴퍼니,078860,2021/03/31,1655
아이윈,090150,2021/03/31,4290
아이윈플러스,123010,2021/03/31,2230
아이즈비전,031310,2021/03/31,4580
아이진,185490,2021/03/31,17100
아이컴포넌트,059100,2021/03/31,5980
아이퀘스트,262840,2021/03/31,14950
아이큐어,175250,2021/03/31,43300
아이크래프트,052460,2021/03/31,7390
아이텍,119830,2021/03/31,8550
아이톡시,052770,2021/03/31,3180
아이티센,124500,2021/03/31,5280
아이티엑스에이아이,099520,2021/03/31,1285
아이티엠반도체,084850,2021/03/31,44750
아주아이비투자,027360,2021/03/31,6370
아즈텍더블유비이,032080,2021/03/31,2575
아진산업,013310,2021/03/31,3715
아진엑스텍,059120,2021/03/31,7170
아톤,158430,2021/03/31,24100
아트라스비엑스,023890,2021/03/31,62200
아프리카티비,067160,2021/03/31,78500
안국약품,001540,2021/03/31,13250
안랩,053800,2021/03/31,65500
안트로젠,065660,2021/03/31,49050
알로이스,297570,2021/03/31,4965
알루코 보통주,001780,2021/03/31,4595
알리코제약,260660,2021/03/31,11600
알서포트,131370,2021/03/31,8110
알에스오토메이션,140670,2021/03/31,8500
알에프머트리얼즈,327260,2021/03/31,26000
알에프세미,096610,2021/03/31,5680
알에프에이치아이씨,218410,2021/03/31,38150
알에프텍,061040,2021/03/31,7780
알엔투테크놀로지,148250,2021/03/31,16900
알체라,347860,2021/03/31,35200
알테오젠,196170,2021/03/31,89600
알톤스포츠,123750,2021/03/31,5280
알티캐스트,085810,2021/03/31,1975
알파홀딩스,117670,2021/03/31,4375
압타머사이언스,291650,2021/03/31,21900
압타바이오,293780,2021/03/31,55000
애경산업보통주,018250,2021/03/31,24800
애경케미칼보통주,161000,2021/03/31,11600
애니젠,196300,2021/03/31,14050
애니플러스,310200,2021/03/31,1610
애머릿지코퍼레이션,900100,2021/03/31,717
액션스퀘어,205500,2021/03/31,2200
액토즈소프트,052790,2021/03/31,9130
액트로,290740,2021/03/31,10050
앤디포스,238090,2021/03/31,4090
앤씨앤,092600,2021/03/31,4645
앱코,129890,2021/03/31,25350
앱클론 주식회사,174900,2021/03/31,30050
야스,255440,2021/03/31,13100
양지사,030960,2021/03/31,11850
어보브반도체,102120,2021/03/31,13100
어스앤에어로스페이스,263540,2021/03/31,2015
얼라인드제네틱스,238120,2021/03/31,8230
에너토크,019990,2021/03/31,8070
에넥스보통주,011090,2021/03/31,2255
에스넷시스템,038680,2021/03/31,7530
에스디생명공학,217480,2021/03/31,4730
에스디시스템,121890,2021/03/31,739
에스디엔,099220,2021/03/31,3030
에스맥,097780,2021/03/31,1465
에스브이인베스트먼트,289080,2021/03/31,4485
에스비더블유생명과학,151910,2021/03/31,7170
에스비아이인베스트먼트,019550,2021/03/31,1750
에스비에스보통주,034120,2021/03/31,22700
에스비에스콘텐츠허브,046140,2021/03/31,7100
에스씨디,042110,2021/03/31,1555
에스씨아이평가정보,036120,2021/03/31,4670
에스씨엠생명과학,298060,2021/03/31,33200
에스아이리소스,065420,2021/03/31,639
에스앤더블류,103230,2021/03/31,2505
에스앤씨엔진그룹리미티드,900080,2021/03/31,197
에스앤에스텍,101490,2021/03/31,32200
에스앤케이,950180,2021/03/31,26200
에스에너지,095910,2021/03/31,6180
에스에스알,275630,2021/03/31,6370
에스에이엠티,031330,2021/03/31,2735
에스에이치엔엘,050320,2021/03/31,990
에스에이티,351320,2021/03/31,2100
에스에이티,060540,2021/03/31,2465
에스에프에이,056190,2021/03/31,40550
에스에프에이반도체,036540,2021/03/31,7550
에스엔유프리시젼,080000,2021/03/31,4180
에스엔케이폴리텍,091340,2021/03/31,5120
에스엘바이오닉스,214310,2021/03/31,1360
에스엘보통주,005850,2021/03/31,22300
에스엠라이프디자인그룹,063440,2021/03/31,3355
에스엠벡셀보통주,010580,2021/03/31,306
에스엠엔터테인먼트,041510,2021/03/31,29600
에스엠컬처앤콘텐츠,048550,2021/03/31,1820
에스엠코어,007820,2021/03/31,7540
에스와이,109610,2021/03/31,3810
에스원보통주,012750,2021/03/31,81700
에스제이그룹,306040,2021/03/31,22950
에스제이케이,080440,2021/03/31,498
에스지세계물산보통주,004060,2021/03/31,743
에스지씨이테크건설,016250,2021/03/31,54200
에스지에이,049470,2021/03/31,1020
에스지에이 솔루션즈,184230,2021/03/31,1435
에스지엔지,040610,2021/03/31,2880
에스지이,255220,2021/03/31,1900
에스케이 머티리얼즈,036490,2021/03/31,311000
에스케이디스커버리보통주,006120,2021/03/31,60800
에스케이렌터카보통주,068400,2021/03/31,10700
에스케이바이오사이언스보통주,302440,2021/03/31,120500
에스케이바이오팜보통주,326030,2021/03/31,103000
에스케이에이씨피씨제4호기업인수목적,307070,2021/03/31,2045
에스케이제5호기업인수목적,337450,2021/03/31,2095
에스케이제6호기업인수목적,340350,2021/03/31,2055
에스케이하이닉스보통주,000660,2021/03/31,132500
에스코넥,096630,2021/03/31,2305
에스텍,069510,2021/03/31,10850
에스텍파마,041910,2021/03/31,10950
에스트래픽,234300,2021/03/31,8890
에스티아이,039440,2021/03/31,19900
에스티오,098660,2021/03/31,2765
에스티큐브,052020,2021/03/31,10050
에스티팜,237690,2021/03/31,85300
에스폴리텍,050760,2021/03/31,5670
에스퓨얼셀,288620,2021/03/31,33750
에스피시스템스,317830,2021/03/31,7250
에스피지,058610,2021/03/31,9000
에쎈테크,043340,2021/03/31,1260
에쓰씨엔지니어링보통주,023960,2021/03/31,4575
에어부산보통주,298690,2021/03/31,3740
에이디칩스,054630,2021/03/31,1450
에이디테크놀로지,200710,2021/03/31,25400
에이루트,096690,2021/03/31,6630
에이블씨엔씨보통주,078520,2021/03/31,7440
에이비엘바이오,298380,2021/03/31,21850
에이비프로바이오,195990,2021/03/31,835
에이스침대,003800,2021/03/31,42750
에이스테크놀로지,088800,2021/03/31,20450
에이스토리,241840,2021/03/31,49300
에이아이비트,039230,2021/03/31,181
에이에프더블류,312610,2021/03/31,8910
에이엔피보통주,015260,2021/03/31,1465
에이자기관리부동산투자회사보통주,140910,2021/03/31,7930
에이치디씨랩스보통주,039570,2021/03/31,10150
에이치디씨현대이피보통주,089470,2021/03/31,6290
에이치디현대보통주,267250,2021/03/31,291500
에이치비솔루션,297890,2021/03/31,17900
에이치비테크놀러지,078150,2021/03/31,3165
에이치시티,072990,2021/03/31,13250
에이치알에스,036640,2021/03/31,5860
에이치앤비디자인,227100,2021/03/31,9190
에이치에스디엔진보통주,082740,2021/03/31,9360
에이치엔티일렉트로닉스,176440,2021/03/31,1920
에이치엘비,028300,2021/03/31,39200
에이치엘비글로벌보통주,003580,2021/03/31,7700
에이치엘비생명과학,067630,2021/03/31,11850
에이치엘비제약,047920,2021/03/31,17100
에이치엘비테라퓨틱스,115450,2021/03/31,11750
에이치엘사이언스,239610,2021/03/31,42000
에이치엠씨아이비제4호기업인수목적,353070,2021/03/31,2130
에이치엠씨아이비제5호기업인수목적,353060,2021/03/31,2040
에이치엠엠보통주,011200,2021/03/31,29000
에이치케이,044780,2021/03/31,1865
에이테크솔루션,071670,2021/03/31,15700
에이텍,045660,2021/03/31,38900
에이텍티앤,224110,2021/03/31,37550
에이트원,230980,2021/03/31,6990
