,종목코드,코스피 일별변동 표준편차,연간 수익률,1년_만기_국채수익률,코스피 샤프지수
781,123690,3.167533225360914,1.276595744680851,0.984,0.09237337822952499
782,123700,2.423401118155045,91.35514018691589,0.984,37.29103676229884
783,123890,2.1834484413195443,146.05263157894737,0.984,66.44014524624023
784,126560,3.6393597964052256,49.92175273865415,0.984,13.446802590662339
785,128820,2.607154020348838,65.1685393258427,0.984,24.61862200118687
786,128940,3.406627247779341,31.30802187437881,0.984,8.901479283988571
787,129260,4.925198473476847,232.55813953488374,0.984,47.01823505833431
788,130660,2.4771460030224954,68.81720430107528,0.984,27.38361171215118
789,133820,3.4244774746134197,93.04029304029304,0.984,26.88185094594177
790,134380,1.8211076015496905,111.2845138055222,0.984,60.56781802001201
791,134790,2.7753792731022613,80.02894356005788,0.984,28.480771736723064
792,136490,2.959553646131596,168.68044515103338,0.984,56.66274891493445
793,138040,1.780806964387682,70.29702970297029,0.984,38.92225889109946
794,138490,3.6436742865868843,135.75418994413408,0.984,36.98744161635163
795,138930,2.015895517607204,55.91274397244547,0.984,27.247812941041666
796,139130,2.215915891364275,91.81818181818183,0.984,40.99171009701901
797,139480,2.427227660289211,66.82926829268293,0.984,27.12776776976795
798,140910,1.6705569451954907,66.28242074927954,0.984,39.087814957207726
799,143210,2.6942033602047224,15.689655172413794,0.984,5.458257305156195
800,145210,3.7341448969688122,-62.44720833817661,0.984,-16.986809587830088
801,145270,3.3969937934261014,99.4535519125683,0.984,28.987262827246735
802,145720,2.8562316982274685,100.62597809076684,0.984,34.885817615077606
803,145990,3.3088020732688324,82.53968253968253,0.984,24.648099443165552
804,145995,4.296644792578733,89.26940639269407,0.984,20.5475226961239
805,152550,0.543554927545533,-1.4705882352941175,0.984,-4.515805323259625
806,155660,3.4357168019477107,74.50076804915514,0.984,21.39779623497444
807,155900,0.5559943292905266,-1.348747591522158,0.984,-4.195631985129861
808,161000,2.7018630985656436,99.65576592082617,0.984,36.51989842609299
809,161390,3.32727827867615,161.60000000000002,0.984,48.27248776555761
810,161890,2.0775063038885704,55.55555555555556,0.984,26.267817071558966
811,163560,5.043911835362512,124.5296848277547,0.984,24.4940214778507
812,168490,0.41398703391993247,1.3123359580052494,0.984,0.7931068635080767
813,170900,1.8038352830159223,5.150753768844221,0.984,2.3099413832717683
814,175330,1.737952509226769,48.52607709750567,0.984,27.355222219885384
815,178920,2.762381399516675,79.56777996070727,0.984,28.447838511530968
816,180640,4.2420024408050585,-29.1358024691358,0.984,-7.100373677158842
817,18064K,4.267774367874921,-22.54901960784314,0.984,-5.5141199087244805
818,181710,1.884031186574964,5.994955156950672,0.984,2.6596986252973
819,183190,2.430202506926702,147.3460721868365,0.984,60.22628639780716
820,185750,4.947173229493711,77.94213000486302,0.984,15.555980442742419
821,192080,2.708861012676648,42.41164241164241,0.984,15.293380582382635
822,192400,1.934303348467551,72.2972972972973,0.984,36.86769055835796
823,192650,5.705753125589793,109.66312056737588,0.984,19.047287566642122
824,192820,2.8739035327569318,61.80354485184684,0.984,21.162695323145634
825,194370,2.9839336148885116,196.15384615384613,0.984,65.40689953021567
826,195870,3.452797766479354,146.66666666666666,0.984,42.19264391357969
827,200880,4.898950509003725,268.9981096408318,0.984,54.70847463109737
828,204210,1.976462457750162,28.78787878787879,0.984,14.067496541031382
